task_id,example_id,input_shape,output_shape,shape_changed,input_obj_count,output_obj_count,obj_count_changed,detected_rules,rule_count,recolor,rotation,reflection,crop,scale_up,translation
8e5a5113,2,3x11,3x11,False,5,11,True,None,0,False,,,False,False,False
8e5a5113,3,3x11,3x11,False,5,11,True,None,0,False,,,False,False,False
8eb1be9a,1,10x12,10x12,False,1,1,False,None,0,False,,,False,False,False
8eb1be9a,2,15x19,15x19,False,1,8,True,None,0,False,,,False,False,False
8ee62060,1,12x12,12x12,False,12,12,False,None,0,False,,,False,False,False
8ee62060,2,12x12,12x12,False,12,12,False,None,0,False,,,False,False,False
8ee62060,3,10x10,10x10,False,15,15,False,None,0,False,,,False,False,False
8efcae92,1,20x20,9x9,True,29,12,True,crop,1,False,,,True,False,False
8efcae92,2,20x20,5x6,True,16,7,True,crop,1,False,,,True,False,False
8efcae92,3,20x20,5x17,True,27,9,True,crop,1,False,,,True,False,False
8f2ea7aa,1,9x9,9x9,False,2,8,True,None,0,False,,,False,False,False
8f2ea7aa,2,9x9,9x9,False,3,12,True,None,0,False,,,False,False,False
8f2ea7aa,3,9x9,9x9,False,3,13,True,None,0,False,,,False,False,False
8fbca751,1,8x12,8x12,False,3,12,True,None,0,False,,,False,False,False
8fbca751,2,8x12,8x12,False,3,7,True,None,0,False,,,False,False,False
8fbca751,3,7x7,7x7,False,2,5,True,None,0,False,,,False,False,False
8fff9e47,1,6x4,12x12,True,21,20,True,None,0,False,,,False,False,False
8fff9e47,2,4x6,12x12,True,13,17,True,None,0,False,,,False,False,False
902510d5,1,6x9,6x9,False,8,6,True,None,0,False,,,False,False,False
902510d5,2,11x11,11x11,False,11,6,True,None,0,False,,,False,False,False
902510d5,3,15x14,15x14,False,14,10,True,None,0,False,,,False,False,False
902510d5,4,10x10,10x10,False,11,6,True,None,0,False,,,False,False,False
90347967,1,3x3,3x3,False,4,4,False,rotation,1,False,180.0,,False,False,False
90347967,2,7x9,7x9,False,5,5,False,rotation,1,False,180.0,,False,False,False
90347967,3,9x9,9x9,False,4,4,False,None,0,False,,,False,False,False
90c28cc7,1,21x21,2x2,True,4,4,False,crop,1,False,,,True,False,False
90c28cc7,2,21x21,3x3,True,7,7,False,None,0,False,,,False,False,False
90c28cc7,3,21x21,3x2,True,5,5,False,None,0,False,,,False,False,False
90f3ed37,1,15x10,15x10,False,4,7,True,None,0,False,,,False,False,False
90f3ed37,2,15x10,15x10,False,7,9,True,None,0,False,,,False,False,False
90f3ed37,3,15x10,15x10,False,18,30,True,None,0,False,,,False,False,False
9110e3c5,1,7x7,3x3,True,17,2,True,None,0,False,,,False,False,False
9110e3c5,2,7x7,3x3,True,15,1,True,None,0,False,,,False,False,False
9110e3c5,3,7x7,3x3,True,16,1,True,None,0,False,,,False,False,False
9110e3c5,4,7x7,3x3,True,15,1,True,None,0,False,,,False,False,False
9110e3c5,5,7x7,3x3,True,17,1,True,None,0,False,,,False,False,False
9110e3c5,6,7x7,3x3,True,21,1,True,None,0,False,,,False,False,False
9110e3c5,7,7x7,3x3,True,12,2,True,None,0,False,,,False,False,False
913fb3ed,1,16x16,16x16,False,2,4,True,None,0,False,,,False,False,False
913fb3ed,2,6x6,6x6,False,1,2,True,None,0,False,,,False,False,False
913fb3ed,3,6x6,6x6,False,1,2,True,None,0,False,,,False,False,False
913fb3ed,4,12x12,12x12,False,3,6,True,None,0,False,,,False,False,False
91413438,1,3x3,9x9,True,2,5,True,None,0,False,,,False,False,False
91413438,2,3x3,15x15,True,2,8,True,None,0,False,,,False,False,False
91413438,3,3x3,18x18,True,3,7,True,None,0,False,,,False,False,False
91413438,4,3x3,12x12,True,1,5,True,None,0,False,,,False,False,False
91714a58,1,16x16,16x16,False,81,1,True,None,0,False,,,False,False,False
91714a58,2,16x16,16x16,False,83,1,True,None,0,False,,,False,False,False
91714a58,3,16x16,16x16,False,59,1,True,None,0,False,,,False,False,False
9172f3a0,1,3x3,9x9,True,3,3,False,scale_up,1,False,,,False,True,False
9172f3a0,2,3x3,9x9,True,4,4,False,scale_up,1,False,,,False,True,False
917bccba,1,12x12,12x12,False,6,5,True,None,0,False,,,False,False,False
917bccba,2,12x12,12x12,False,6,5,True,None,0,False,,,False,False,False
917bccba,3,12x12,12x12,False,6,5,True,None,0,False,,,False,False,False
928ad970,1,15x13,15x13,False,5,6,True,None,0,False,,,False,False,False
928ad970,2,12x13,12x13,False,5,6,True,None,0,False,,,False,False,False
928ad970,3,15x14,15x14,False,5,6,True,None,0,False,,,False,False,False
92e50de0,1,23x23,23x23,False,5,37,True,None,0,False,,,False,False,False
92e50de0,2,27x27,27x27,False,2,10,True,None,0,False,,,False,False,False
92e50de0,3,25x25,25x25,False,2,13,True,None,0,False,,,False,False,False
9344f635,1,8x8,8x8,False,5,11,True,None,0,False,,,False,False,False
9344f635,2,7x7,7x7,False,5,12,True,None,0,False,,,False,False,False
9344f635,3,9x9,9x9,False,4,14,True,None,0,False,,,False,False,False
9356391f,1,16x16,16x16,False,6,8,True,None,0,False,,,False,False,False
9356391f,2,16x16,16x16,False,6,9,True,None,0,False,,,False,False,False
93b4f4b3,1,13x12,13x6,True,4,4,False,None,0,False,,,False,False,False
93b4f4b3,2,10x12,10x6,True,4,4,False,None,0,False,,,False,False,False
93b581b8,1,6x6,6x6,False,4,8,True,None,0,False,,,False,False,False
93b581b8,2,6x6,6x6,False,4,8,True,None,0,False,,,False,False,False
93b581b8,3,6x6,6x6,False,4,8,True,None,0,False,,,False,False,False
93c31fbe,1,22x23,22x23,False,26,27,True,None,0,False,,,False,False,False
93c31fbe,2,23x25,23x25,False,24,24,False,None,0,False,,,False,False,False
93c31fbe,3,20x21,20x21,False,17,16,True,None,0,False,,,False,False,False
94133066,1,22x21,9x9,True,8,5,True,None,0,False,,,False,False,False
94133066,2,23x19,10x9,True,10,7,True,None,0,False,,,False,False,False
94133066,3,22x25,12x10,True,10,7,True,None,0,False,,,False,False,False
941d9a10,1,10x10,10x10,False,1,4,True,None,0,False,,,False,False,False
941d9a10,2,10x10,10x10,False,1,4,True,None,0,False,,,False,False,False
941d9a10,3,10x10,10x10,False,1,4,True,None,0,False,,,False,False,False
94414823,1,10x10,10x10,False,3,7,True,None,0,False,,,False,False,False
94414823,2,10x10,10x10,False,3,7,True,None,0,False,,,False,False,False
94414823,3,10x10,10x10,False,3,7,True,None,0,False,,,False,False,False
9473c6fb,1,6x10,6x10,False,7,7,False,None,0,False,,,False,False,False
9473c6fb,2,8x8,8x8,False,8,8,False,None,0,False,,,False,False,False
9473c6fb,3,6x10,6x10,False,10,10,False,None,0,False,,,False,False,False
94be5b80,1,18x14,18x14,False,6,4,True,None,0,False,,,False,False,False
94be5b80,2,17x13,17x13,False,5,3,True,None,0,False,,,False,False,False
94f9d214,1,8x4,4x4,True,4,2,True,None,0,False,,,False,False,False
94f9d214,2,8x4,4x4,True,6,2,True,None,0,False,,,False,False,False
94f9d214,3,8x4,4x4,True,4,1,True,None,0,False,,,False,False,False
94f9d214,4,8x4,4x4,True,4,2,True,None,0,False,,,False,False,False
952a094c,1,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
952a094c,2,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
952a094c,3,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
9565186b,1,3x3,3x3,False,2,2,False,recolor,1,True,,,False,False,False
9565186b,2,3x3,3x3,False,4,2,True,recolor,1,True,,,False,False,False
9565186b,3,3x3,3x3,False,5,3,True,recolor,1,True,,,False,False,False
9565186b,4,3x3,3x3,False,3,2,True,recolor,1,True,,,False,False,False
95755ff2,1,11x11,11x11,False,32,40,True,None,0,False,,,False,False,False
95755ff2,2,11x11,11x11,False,29,36,True,None,0,False,,,False,False,False
95755ff2,3,11x11,11x11,False,23,26,True,None,0,False,,,False,False,False
95990924,1,10x10,10x10,False,2,10,True,None,0,False,,,False,False,False
95990924,2,10x10,10x10,False,1,5,True,None,0,False,,,False,False,False
95990924,3,15x15,15x15,False,4,20,True,None,0,False,,,False,False,False
95a58926,1,21x17,21x17,False,44,23,True,None,0,False,,,False,False,False
95a58926,2,19x13,19x13,False,20,23,True,None,0,False,,,False,False,False
95a58926,3,21x24,21x24,False,36,96,True,None,0,False,,,False,False,False
963c33f8,1,16x16,16x16,False,10,12,True,None,0,False,,,False,False,False
963c33f8,2,14x14,14x14,False,12,14,True,None,0,False,,,False,False,False
963c33f8,3,16x16,16x16,False,12,16,True,None,0,False,,,False,False,False
963e52fc,1,5x7,5x14,True,5,10,True,None,0,False,,,False,False,False
963e52fc,2,5x6,5x12,True,6,12,True,tile_repeat,1,False,,,False,False,False
963e52fc,3,5x8,5x16,True,10,17,True,None,0,False,,,False,False,False
963f59bc,1,12x12,12x12,False,2,2,False,None,0,False,,,False,False,False
963f59bc,2,12x11,12x11,False,2,2,False,None,0,False,,,False,False,False
963f59bc,3,14x13,14x13,False,5,9,True,None,0,False,,,False,False,False
963f59bc,4,11x11,11x11,False,3,3,False,None,0,False,,,False,False,False
96a8c0cd,1,22x12,22x12,False,15,15,False,None,0,False,,,False,False,False
96a8c0cd,2,22x12,22x12,False,11,11,False,None,0,False,,,False,False,False
96a8c0cd,3,13x19,13x19,False,5,5,False,None,0,False,,,False,False,False
96a8c0cd,4,12x22,12x22,False,6,6,False,None,0,False,,,False,False,False
9720b24f,1,3x3,3x3,False,2,1,True,recolor,1,True,,,False,False,False
9720b24f,2,11x11,11x11,False,7,4,True,recolor,1,True,,,False,False,False
9720b24f,3,15x15,15x15,False,21,19,True,None,0,False,,,False,False,False
9720b24f,4,11x11,11x11,False,6,5,True,recolor,1,True,,,False,False,False
97239e3d,1,17x17,17x17,False,20,23,True,None,0,False,,,False,False,False
97239e3d,2,17x17,17x17,False,18,23,True,None,0,False,,,False,False,False
97239e3d,3,17x17,17x17,False,20,22,True,None,0,False,,,False,False,False
973e499e,1,3x3,9x9,True,3,11,True,None,0,False,,,False,False,False
973e499e,2,3x3,9x9,True,5,15,True,None,0,False,,,False,False,False
973e499e,3,5x5,25x25,True,3,15,True,None,0,False,,,False,False,False
9772c176,1,22x21,22x21,False,2,10,True,None,0,False,,,False,False,False
9772c176,2,26x29,26x29,False,2,9,True,None,0,False,,,False,False,False
97999447,1,10x12,10x12,False,3,27,True,None,0,False,,,False,False,False
97999447,2,10x8,10x8,False,2,11,True,None,0,False,,,False,False,False
97999447,3,7x8,7x8,False,1,5,True,None,0,False,,,False,False,False
97a05b5b,1,20x10,8x8,True,11,7,True,None,0,False,,,False,False,False
97a05b5b,2,24x19,17x9,True,16,11,True,None,0,False,,,False,False,False
97a05b5b,3,16x12,9x9,True,6,5,True,None,0,False,,,False,False,False
97c75046,1,10x6,10x6,False,2,2,False,None,0,False,,,False,False,False
97c75046,2,6x8,6x8,False,2,2,False,None,0,False,,,False,False,False
97c75046,3,12x8,12x8,False,2,2,False,None,0,False,,,False,False,False
981add89,1,20x20,20x20,False,4,11,True,None,0,False,,,False,False,False
981add89,2,30x30,30x30,False,14,40,True,None,0,False,,,False,False,False
9841fdad,1,14x25,14x25,False,7,11,True,None,0,False,,,False,False,False
9841fdad,2,11x22,11x22,False,6,9,True,None,0,False,,,False,False,False
984d8a3e,1,10x10,10x10,False,2,5,True,None,0,False,,,False,False,False
984d8a3e,2,10x10,10x10,False,5,7,True,None,0,False,,,False,False,False
985ae207,1,20x20,20x20,False,7,15,True,None,0,False,,,False,False,False
985ae207,2,20x20,20x20,False,10,16,True,None,0,False,,,False,False,False
985ae207,3,20x20,20x20,False,9,17,True,None,0,False,,,False,False,False
98c475bf,1,20x20,20x20,False,5,3,True,None,0,False,,,False,False,False
98c475bf,2,20x20,20x20,False,5,3,True,None,0,False,,,False,False,False
98c475bf,3,20x20,20x20,False,5,7,True,None,0,False,,,False,False,False
98c475bf,4,20x20,20x20,False,12,3,True,None,0,False,,,False,False,False
98cf29f8,1,13x18,13x18,False,2,2,False,None,0,False,,,False,False,False
98cf29f8,2,17x14,17x14,False,2,2,False,None,0,False,,,False,False,False
98cf29f8,3,15x19,15x19,False,2,2,False,None,0,False,,,False,False,False
992798f6,1,15x16,15x16,False,2,4,True,None,0,False,,,False,False,False
992798f6,2,15x12,15x12,False,2,8,True,None,0,False,,,False,False,False
992798f6,3,16x16,16x16,False,2,9,True,None,0,False,,,False,False,False
992798f6,4,13x12,13x12,False,2,8,True,None,0,False,,,False,False,False
99306f82,1,15x15,15x15,False,4,7,True,None,0,False,,,False,False,False
99306f82,2,10x10,10x10,False,3,5,True,None,0,False,,,False,False,False
99306f82,3,15x15,15x15,False,5,9,True,None,0,False,,,False,False,False
995c5fa3,1,4x14,3x3,True,3,3,False,None,0,False,,,False,False,False
995c5fa3,2,4x14,3x3,True,3,3,False,None,0,False,,,False,False,False
995c5fa3,3,4x14,3x3,True,3,3,False,None,0,False,,,False,False,False
995c5fa3,4,4x14,3x3,True,3,3,False,None,0,False,,,False,False,False
9968a131,1,4x4,4x4,False,10,8,True,None,0,False,,,False,False,False
9968a131,2,6x6,6x6,False,7,5,True,None,0,False,,,False,False,False
996ec1f3,1,19x19,3x3,True,97,5,True,None,0,False,,,False,False,False
996ec1f3,2,19x19,3x3,True,98,5,True,None,0,False,,,False,False,False
996ec1f3,3,19x19,3x3,True,112,4,True,None,0,False,,,False,False,False
99b1bc43,1,9x4,4x4,True,5,2,True,None,0,False,,,False,False,False
99b1bc43,2,9x4,4x4,True,5,5,False,None,0,False,,,False,False,False
99b1bc43,3,9x4,4x4,True,6,1,True,None,0,False,,,False,False,False
99b1bc43,4,9x4,4x4,True,9,1,True,None,0,False,,,False,False,False
99caaf76,1,8x8,8x8,False,19,18,True,None,0,False,,,False,False,False
99caaf76,2,8x5,8x5,False,11,11,False,None,0,False,,,False,False,False
99caaf76,3,9x13,9x13,False,27,25,True,None,0,False,,,False,False,False
99fa7670,1,6x6,6x6,False,2,2,False,None,0,False,,,False,False,False
99fa7670,2,3x3,3x3,False,1,1,False,None,0,False,,,False,False,False
99fa7670,3,7x5,7x5,False,3,3,False,None,0,False,,,False,False,False
99fa7670,4,6x6,6x6,False,2,2,False,None,0,False,,,False,False,False
9a4bb226,1,15x15,3x3,True,15,4,True,crop,1,False,,,True,False,False
9a4bb226,2,15x15,3x3,True,12,4,True,crop,1,False,,,True,False,False
9a4bb226,3,15x15,3x3,True,20,7,True,crop,1,False,,,True,False,False
9aec4887,1,14x16,5x5,True,5,6,True,None,0,False,,,False,False,False
9aec4887,2,15x16,6x6,True,6,8,True,None,0,False,,,False,False,False
9aec4887,3,15x15,6x6,True,7,9,True,None,0,False,,,False,False,False
9af7a82c,1,4x3,5x4,True,4,4,False,None,0,False,,,False,False,False
9af7a82c,2,3x4,6x4,True,4,4,False,None,0,False,,,False,False,False
9af7a82c,3,4x3,6x3,True,3,3,False,None,0,False,,,False,False,False
9af7a82c,4,3x3,5x3,True,3,3,False,None,0,False,,,False,False,False
9b2a60aa,1,23x17,23x17,False,7,16,True,None,0,False,,,False,False,False
9b2a60aa,2,16x22,16x22,False,5,8,True,None,0,False,,,False,False,False
9b2a60aa,3,23x14,23x14,False,5,8,True,None,0,False,,,False,False,False
9b30e358,1,10x5,10x5,False,3,6,True,None,0,False,,,False,False,False
9b30e358,2,10x7,10x7,False,7,15,True,None,0,False,,,False,False,False
9b365c51,1,6x15,6x15,False,5,3,True,None,0,False,,,False,False,False
9b365c51,2,8x20,8x20,False,5,3,True,None,0,False,,,False,False,False
9b365c51,3,7x18,7x18,False,6,4,True,None,0,False,,,False,False,False
9b4c17c4,1,12x11,12x11,False,6,5,True,None,0,False,,,False,False,False
9b4c17c4,2,11x13,11x13,False,6,5,True,None,0,False,,,False,False,False
9b4c17c4,3,12x14,12x14,False,7,7,False,None,0,False,,,False,False,False
9b4c17c4,4,15x15,15x15,False,6,5,True,None,0,False,,,False,False,False
9b5080bb,1,23x23,23x23,False,6,13,True,None,0,False,,,False,False,False
9b5080bb,2,23x23,23x23,False,5,10,True,None,0,False,,,False,False,False
9b5080bb,3,20x20,20x20,False,6,11,True,None,0,False,,,False,False,False
9ba4a9aa,1,22x22,3x3,True,41,2,True,crop,1,False,,,True,False,False
9ba4a9aa,2,22x22,3x3,True,43,2,True,crop,1,False,,,True,False,False
9ba4a9aa,3,22x22,3x3,True,51,2,True,crop,1,False,,,True,False,False
9bebae7a,1,11x10,11x10,False,4,4,False,None,0,False,,,False,False,False
9bebae7a,2,12x10,12x10,False,2,1,True,None,0,False,,,False,False,False
9bebae7a,3,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
9bebae7a,4,11x13,11x13,False,3,3,False,None,0,False,,,False,False,False
9bebae7a,5,6x10,6x10,False,2,1,True,None,0,False,,,False,False,False
9c1e755f,1,10x10,10x10,False,6,6,False,None,0,False,,,False,False,False
9c1e755f,2,10x10,10x10,False,7,22,True,None,0,False,,,False,False,False
9c1e755f,3,10x10,10x10,False,11,26,True,None,0,False,,,False,False,False
9c1e755f,4,10x10,10x10,False,3,3,False,None,0,False,,,False,False,False
9c56f360,1,7x8,7x8,False,11,14,True,None,0,False,,,False,False,False
9c56f360,2,7x6,7x6,False,11,12,True,None,0,False,,,False,False,False
9c56f360,3,9x8,9x8,False,13,17,True,None,0,False,,,False,False,False
9caba7c3,1,19x19,19x19,False,31,45,True,None,0,False,,,False,False,False
9caba7c3,2,19x19,19x19,False,35,48,True,None,0,False,,,False,False,False
9caba7c3,3,19x19,19x19,False,18,35,True,None,0,False,,,False,False,False
9caf5b84,1,6x6,6x6,False,24,18,True,recolor,1,True,,,False,False,False
9caf5b84,2,4x4,4x4,False,10,10,False,recolor,1,True,,,False,False,False
9caf5b84,3,6x6,6x6,False,22,16,True,recolor,1,True,,,False,False,False
9caf5b84,4,4x6,4x6,False,12,9,True,recolor,1,True,,,False,False,False
9d9215db,1,19x19,19x19,False,4,28,True,None,0,False,,,False,False,False
9d9215db,2,19x19,19x19,False,4,36,True,None,0,False,,,False,False,False
9d9215db,3,19x19,19x19,False,5,40,True,None,0,False,,,False,False,False
9ddd00f0,1,5x5,5x5,False,2,4,True,None,0,False,,,False,False,False
9ddd00f0,2,11x11,11x11,False,5,9,True,None,0,False,,,False,False,False
9def23fe,1,20x15,20x15,False,9,9,False,None,0,False,,,False,False,False
9def23fe,2,21x25,21x25,False,9,9,False,None,0,False,,,False,False,False
9def23fe,3,20x17,20x17,False,9,9,False,None,0,False,,,False,False,False
9dfd6313,1,4x4,4x4,False,6,6,False,None,0,False,,,False,False,False
9dfd6313,2,3x3,3x3,False,4,4,False,None,0,False,,,False,False,False
9dfd6313,3,5x5,5x5,False,8,8,False,None,0,False,,,False,False,False
9edfc990,1,15x15,15x15,False,99,91,True,None,0,False,,,False,False,False
9edfc990,2,13x13,13x13,False,71,69,True,None,0,False,,,False,False,False
9edfc990,3,16x16,16x16,False,132,128,True,None,0,False,,,False,False,False
9f236235,1,19x19,4x4,True,6,5,True,None,0,False,,,False,False,False
9f236235,2,19x19,4x4,True,7,3,True,None,0,False,,,False,False,False
9f236235,3,11x11,3x3,True,5,2,True,None,0,False,,,False,False,False
9f27f097,1,12x12,12x12,False,9,17,True,None,0,False,,,False,False,False
9f27f097,2,12x12,12x12,False,4,7,True,None,0,False,,,False,False,False
9f27f097,3,12x12,12x12,False,8,15,True,None,0,False,,,False,False,False
9f41bd9c,1,17x17,17x17,False,5,27,True,None,0,False,,,False,False,False
9f41bd9c,2,16x16,16x16,False,5,17,True,None,0,False,,,False,False,False
9f5f939b,1,16x16,16x16,False,11,12,True,None,0,False,,,False,False,False
9f5f939b,2,8x8,8x8,False,6,7,True,None,0,False,,,False,False,False
9f5f939b,3,16x16,16x16,False,16,18,True,None,0,False,,,False,False,False
9f669b64,1,10x10,10x10,False,4,5,True,None,0,False,,,False,False,False
9f669b64,2,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
9f669b64,3,10x10,10x10,False,4,5,True,None,0,False,,,False,False,False
9f8de559,1,14x14,14x14,False,11,12,True,None,0,False,,,False,False,False
9f8de559,2,14x14,14x14,False,15,15,False,None,0,False,,,False,False,False
9f8de559,3,14x14,14x14,False,10,10,False,None,0,False,,,False,False,False
9f8de559,4,14x14,14x14,False,8,8,False,None,0,False,,,False,False,False
a04b2602,1,20x20,20x20,False,26,35,True,None,0,False,,,False,False,False
a04b2602,2,20x20,20x20,False,23,30,True,None,0,False,,,False,False,False
a04b2602,3,10x17,10x17,False,11,14,True,None,0,False,,,False,False,False
a096bf4d,1,26x21,26x21,False,47,53,True,None,0,False,,,False,False,False
a096bf4d,2,21x21,21x21,False,38,43,True,None,0,False,,,False,False,False
a096bf4d,3,16x16,16x16,False,24,26,True,None,0,False,,,False,False,False
a09f6c25,1,19x19,19x19,False,11,8,True,None,0,False,,,False,False,False
a09f6c25,2,19x19,19x19,False,10,6,True,None,0,False,,,False,False,False
a09f6c25,3,17x19,17x19,False,8,5,True,None,0,False,,,False,False,False
a1570a43,1,9x10,9x10,False,5,5,False,None,0,False,,,False,False,False
a1570a43,2,9x9,9x9,False,5,5,False,None,0,False,,,False,False,False
a1570a43,3,9x8,9x8,False,5,5,False,None,0,False,,,False,False,False
a1570a43,4,7x7,7x7,False,5,5,False,None,0,False,,,False,False,False
a1aa0c1e,1,21x21,3x5,True,5,4,True,None,0,False,,,False,False,False
a1aa0c1e,2,21x21,3x5,True,5,5,False,None,0,False,,,False,False,False
a1aa0c1e,3,21x21,3x5,True,5,5,False,None,0,False,,,False,False,False
a2d730bd,1,22x16,22x16,False,6,15,True,None,0,False,,,False,False,False
a2d730bd,2,13x16,13x16,False,4,10,True,None,0,False,,,False,False,False
a2d730bd,3,22x16,22x16,False,5,14,True,None,0,False,,,False,False,False
a2fd1cf0,1,10x16,10x16,False,2,3,True,None,0,False,,,False,False,False
a2fd1cf0,2,15x15,15x15,False,2,3,True,None,0,False,,,False,False,False
a2fd1cf0,3,12x14,12x14,False,2,3,True,None,0,False,,,False,False,False
a3325580,1,10x10,3x1,True,3,1,True,crop,1,False,,,True,False,False
a3325580,2,10x10,9x2,True,3,2,True,None,0,False,,,False,False,False
a3325580,3,10x10,5x1,True,4,1,True,None,0,False,,,False,False,False
a3325580,4,10x10,3x2,True,2,2,False,None,0,False,,,False,False,False
a3325580,5,10x10,5x3,True,4,3,True,None,0,False,,,False,False,False
a3325580,6,10x10,3x3,True,3,3,False,None,0,False,,,False,False,False
a3f84088,1,16x16,16x16,False,1,5,True,None,0,False,,,False,False,False
a3f84088,2,6x6,6x6,False,1,3,True,None,0,False,,,False,False,False
a3f84088,3,19x19,19x19,False,1,7,True,None,0,False,,,False,False,False
a3f84088,4,13x13,13x13,False,1,3,True,None,0,False,,,False,False,False
a406ac07,1,10x10,10x10,False,9,13,True,None,0,False,,,False,False,False
a406ac07,2,10x10,10x10,False,9,13,True,None,0,False,,,False,False,False
a406ac07,3,10x10,10x10,False,7,10,True,None,0,False,,,False,False,False
a416b8f3,1,4x3,4x6,True,5,10,True,tile_repeat,1,False,,,False,False,False
a416b8f3,2,3x3,3x6,True,2,4,True,tile_repeat,1,False,,,False,False,False
a416b8f3,3,4x4,4x8,True,9,18,True,tile_repeat,1,False,,,False,False,False
a416fc5b,1,11x11,11x11,False,26,42,True,None,0,False,,,False,False,False
a416fc5b,2,11x11,11x11,False,26,42,True,None,0,False,,,False,False,False
a416fc5b,3,11x11,16x16,True,42,1,True,None,0,False,,,False,False,False
a48eeaf7,1,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
a48eeaf7,2,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
a5313dff,1,8x8,8x8,False,3,4,True,None,0,False,,,False,False,False
a5313dff,2,8x8,8x8,False,2,3,True,None,0,False,,,False,False,False
a5313dff,3,12x12,12x12,False,4,7,True,None,0,False,,,False,False,False
a57f2f04,1,23x19,23x19,False,4,7,True,None,0,False,,,False,False,False
a57f2f04,2,19x13,19x13,False,3,3,False,None,0,False,,,False,False,False
a57f2f04,3,24x21,24x21,False,5,10,True,None,0,False,,,False,False,False
a59b95c0,1,3x3,6x6,True,2,5,True,tile_repeat,1,False,,,False,False,False
a59b95c0,2,3x3,6x6,True,3,7,True,tile_repeat,1,False,,,False,False,False
a59b95c0,3,3x3,12x12,True,8,128,True,tile_repeat,1,False,,,False,False,False
a59b95c0,4,3x3,9x9,True,5,33,True,tile_repeat,1,False,,,False,False,False
a59b95c0,5,3x3,9x9,True,6,48,True,tile_repeat,1,False,,,False,False,False
a5f85a15,1,8x8,8x8,False,10,10,False,None,0,False,,,False,False,False
a5f85a15,2,3x3,3x3,False,3,3,False,None,0,False,,,False,False,False
a5f85a15,3,6x6,6x6,False,7,7,False,None,0,False,,,False,False,False
a61ba2ce,1,13x13,4x4,True,4,4,False,None,0,False,,,False,False,False
a61ba2ce,2,13x13,4x4,True,4,4,False,None,0,False,,,False,False,False
a61f2674,1,9x9,9x9,False,4,2,True,None,0,False,,,False,False,False
a61f2674,2,9x9,9x9,False,5,2,True,None,0,False,,,False,False,False
a644e277,1,17x21,9x9,True,64,12,True,crop,1,False,,,True,False,False
a644e277,2,18x22,6x11,True,62,13,True,crop,1,False,,,True,False,False
a64e4611,1,30x30,30x30,False,60,61,True,None,0,False,,,False,False,False
a64e4611,2,30x30,30x30,False,61,62,True,None,0,False,,,False,False,False
a64e4611,3,30x30,30x30,False,72,73,True,None,0,False,,,False,False,False
a65b410d,1,8x9,8x9,False,1,3,True,None,0,False,,,False,False,False
a65b410d,2,7x7,7x7,False,1,3,True,None,0,False,,,False,False,False
a65b410d,3,7x9,7x9,False,1,3,True,None,0,False,,,False,False,False
a680ac02,1,21x16,8x4,True,4,2,True,None,0,False,,,False,False,False
a680ac02,2,18x17,4x8,True,4,2,True,None,0,False,,,False,False,False
a680ac02,3,24x22,4x12,True,6,3,True,None,0,False,,,False,False,False
a68b268e,1,9x9,4x4,True,10,8,True,None,0,False,,,False,False,False
a68b268e,2,9x9,4x4,True,12,8,True,None,0,False,,,False,False,False
a68b268e,3,9x9,4x4,True,9,5,True,None,0,False,,,False,False,False
a68b268e,4,9x9,4x4,True,10,8,True,None,0,False,,,False,False,False
a68b268e,5,9x9,4x4,True,12,8,True,None,0,False,,,False,False,False
a68b268e,6,9x9,4x4,True,9,6,True,None,0,False,,,False,False,False
a6953f00,1,4x4,2x2,True,13,4,True,crop,1,False,,,True,False,False
a6953f00,2,3x3,2x2,True,8,3,True,crop,1,False,,,True,False,False
a6953f00,3,5x5,2x2,True,17,3,True,crop,1,False,,,True,False,False
a699fb00,1,10x10,10x10,False,10,16,True,None,0,False,,,False,False,False
a699fb00,2,5x5,5x5,False,4,6,True,None,0,False,,,False,False,False
a699fb00,3,10x10,10x10,False,11,17,True,None,0,False,,,False,False,False
a740d043,1,7x7,2x3,True,3,2,True,None,0,False,,,False,False,False
a740d043,2,5x7,3x3,True,4,3,True,None,0,False,,,False,False,False
a740d043,3,7x6,3x2,True,3,2,True,crop,1,False,,,True,False,False
a78176bb,1,10x10,10x10,False,6,14,True,None,0,False,,,False,False,False
a78176bb,2,10x10,10x10,False,11,16,True,None,0,False,,,False,False,False
a78176bb,3,10x10,10x10,False,11,20,True,None,0,False,,,False,False,False
a79310a0,1,3x3,3x3,False,1,1,False,None,0,False,,,False,False,False
a79310a0,2,5x5,5x5,False,1,1,False,None,0,False,,,False,False,False
a79310a0,3,5x5,5x5,False,1,1,False,None,0,False,,,False,False,False
a834deea,1,12x12,12x12,False,4,15,True,None,0,False,,,False,False,False
a834deea,2,9x9,9x9,False,5,9,True,None,0,False,,,False,False,False
a834deea,3,13x13,13x13,False,5,13,True,None,0,False,,,False,False,False
a85d4709,1,3x3,3x3,False,3,3,False,None,0,False,,,False,False,False
